prompt,target,ngram,seq2seq,gpt2,t5,BLEU_ngram,ROUGE_ngram,BLEU_seq2seq,ROUGE_seq2seq,BLEU_gpt2,ROUGE_gpt2,BLEU_t5,ROUGE_t5
Arizona's Rusty Bowers Comes Out Against A 2024 Trump Bid Joke:,He's finally saying no—after saying yes to everything Trump.,,He's really backing out—because even Arizona had Trump voters.,A Republican won't support a 2024 bid—that's betrayal from a position of privilege.,"Arizona's Rusty Bowers is fighting for Trump—that's an election, that's where they're actually out.",0.0,0.0,5.522397783539471,0.2727272727272727,2.8398387225677895,0.07407407407407407,2.445593937240363,0.13333333333333333
Trump-Supporting GOP Congressman Faces Election Fraud Accusations Joke:,A Trump supporter accused of election fraud—the irony is thick.,,He's a Trump supporter—or at least his own GPS.,The Trump-supporting congressman is facing election fraud charges—that's Trump support in disguise.,Trump's arguing about a fraud—that's a question we're asking for.,0.0,0.0,4.515183688171633,0.2727272727272727,4.368583925857938,0.30769230769230765,3.7477767366779213,0.16
"Uvalde's Next Steps: Visitations, Funerals And Burials, One After Another Joke:",Uvalde's facing endless funerals—that's what America chose.,,"The county's planning for funerals—that's not celebration, that's tragedy.","Uvalde's going to funerals, but funerals are mostly—mostly to see the chaos.","Uvalde's going to see funerals, waiting to hear another, then going to find someone else.",0.0,0.0,4.456882760699063,0.34782608695652173,3.377156414337854,0.25,2.5540496664715904,0.23076923076923075
Stranded Whale Euthanized After Removal From French River Joke:,The whale tried to escape—turns out the river had other plans.,,A whale was eaten—that's wildlife cleanup at its finest.,A whale's trapped in French waters—turns out the only way to save your soul is through water.,Whales are ethanized—as a result of the 'water erosion'.,0.0,0.0,4.085507150363302,0.08695652173913043,5.10809933294318,0.2580645161290323,4.085507150363302,0.1818181818181818
"As Ukraine Loses Troops, How Long Can It Keep Up The Fight? Joke:",Ukraine's losing troops—and everyone's asking the question nobody wants answered.,,Ukraine has lost troops—and it's never going to stop fighting.,Ukraine's losing troops. That's why they're fighting. That's not fighting a war—it's playing the wrong game.,Ukraine lost troops—that's a great battle.,0.0,0.0,4.456882760699063,0.32,4.814971807094068,0.3428571428571428,3.708659055657029,0.2857142857142857
"Charles Herbster, Accused Of Groping 8 Women, Loses Nebraska Gubernatorial Race Joke:",Herbster lost after groping accusations—that's karma in action.,,Herbster stole women for sex—that's the most shocking moment in Nebraska history.,Herbster's been accused of groping—and Nebraska's got a gubernatorial race. That's how you look at the situation.,Herbster's been accused of grinning women—it's a scandal at work.,0.0,0.0,4.065425428798724,0.3333333333333333,2.0244462660665508,0.25806451612903225,3.7477767366779213,0.2608695652173913
CDC Recommends COVID-19 Shots For Children Under 5 Joke:,CDC recommends shots for little kids—parents are still debating.,,CDC recommended COVID-19 shots for kids under five. The CDC pandemic wasn't about vaccines—it was a warning shot for the CDC's kids.,CDC recommends vaccinating kids under five. That's a slap in the face to their families and everyone's responsibilities.,The CDC recommends COVID for children under 5—that's the CDC's not getting the shot.,0.0,0.0,3.7419436034576044,0.2777777777777778,4.237713199752784,0.2,6.250381527944883,0.22222222222222224
Punk Band Responds After Former Oath Keeper Wears Its Shirt At Jan. 6 Hearing Joke:,An Oath Keeper wore their shirt—and the band's response was punk as hell.,,Rock & Roll Band responded to their former frontman wearing his shirt at a Jan. 6 hearing. Very brave.,Punk band responded to a guy wearing a shirt—that's punk at its finest.,"The band's reacting after a man's wearing a hat. That's not a bad idea, but that's an incredibly pathetic message.",0.0,0.0,2.0540268312306345,0.1212121212121212,3.377156414337854,0.20000000000000004,1.958224832501124,0.15384615384615385
Adele Defends Decision To Postpone Las Vegas Residency Despite 'Brutal' Backlash Joke:,Adele postponed—and defended it like she had to.,,Adele defended Vegas—because Vegas is civilized.,Adele's rebounding—and that's called resilience.,Adele accused Las Vegas of leaving. That's her big reason for this.,0.0,0.0,6.495032985064742,0.25,4.923026124015933,0.23529411764705882,3.377156414337854,0.09090909090909093
Benedict Cumberbatch To House Ukrainian Family Who Fled Russian Invasion Joke:,"Cumberbatch is housing refugees—that's celebrity activism that actually helps people, not Instagram posts.",,Benedict's wife sold Ukrainian refugees—that's not fair.,Benedict's Ukraine family are plotting a genocide. They're plotting a coup. That's a survival strategy.,Benedict escaped the invasion—that’s the harrowing death toll.,0.0,0.0,3.0297048914466935,0.32,2.1476912089159055,0.1212121212121212,2.447822402834545,0.16
"Police Are Harassing Mom Who Pulled Kids From Uvalde School Shooting, Lawyer Says Joke:",Police harassed a mom for protecting her kids—that's backwards justice.,,A mom pulled kids from a school shooting—and the police are arresting mom.,"A mom fired kids from a school shooting—that's legal, that's questionable.","A school shooting officer said he killed kids, a lawmaker said.",0.0,0.0,3.737437943747671,0.23076923076923075,4.065425428798724,0.3846153846153846,3.673526562988939,0.17391304347826086
Hilary Duff's Husband Calls Out Candace Cameron Bure For Ignorant TikTok Joke:,Someone's not happy with TikTok—and it's not about the dancing.,,Duff called out Candace Cameron for a TikTok—that's the best call we've received.,Hilary got called out for pandering—that's accountability politics.,Darlington's wife called Cameron's a 'incident' because she's the one he calls her—that's what's that.,0.0,0.0,3.377156414337854,0.20689655172413793,3.817681337429047,0.08695652173913043,2.908317710573757,0.17647058823529413
10 Found Dead After Japan Tour Boat Carrying 26 People Sinks Joke:,A tour boat sank and killed ten—that's tragedy that keeps happening and we never learn.,,A tour boat crashed after a 27-person ferry got stuck—that's life on a sinking boat.,"A tour boat sank—finally, life in the water.",The trip boat carrying 26 people was found dead—she died.,0.0,0.0,8.59076483566362,0.28571428571428575,9.211506747852564,0.30769230769230765,2.8289458031628008,0.07142857142857142
"Spyware Attack Targeted The Phones Of Spain Prime Minister, Defense Minister Joke:","Spain's leaders got spyware—that's international espionage, but make it embarrassing.",,"Spain's PM was secretly hacking the country's social media—spying on the Wi-Fi isn't terrorism, but it's a high tech snitch's hobby.",A spyware attack targeting Spain's security services—that's the largest and most sophisticated threat to Spain's democracy.,"Spyware attacks targetted Spanish lawmakers. I said, “Hey, our imagination and it’s bad news.”",0.0,0.0,3.9164496650022476,0.24390243902439027,2.719665272174911,0.24242424242424246,2.4074859035470344,0.14285714285714288
Dad Of Slain Virginia Journalist Fails To Make Ballot For Congress Joke:,"A dead journalist's dad couldn't make the ballot—that's politics at its worst, literally silencing grief.",,He got hit with the Ballot Ballot Ballot Ballot Ballot Ballot Ballot—that's not fair.,A lost paper—finally someone's getting their head back.,I asked the guy who killed a journalist who has to make a ballot... it's a slain journalist who's being treated like a prisoner.,0.0,0.0,2.7350835735481263,0.22857142857142856,2.330920810330635,0.13793103448275862,1.7574239156849023,0.2222222222222222
"When Thinking About Water Safety, Consider Your Kid's Swimsuit Color Joke:",Swimsuit color affects water safety—that's a tip nobody asked for.,,You want your kid's swimsuit to be green—that's the only color they should be wearing.,Swimsuit colors help people understand the importance of water protection—and they're probably right about that too.,You're going to have fun—that's your swimsuit color.,0.0,0.0,2.908317710573757,0.2,3.009804384352828,0.26666666666666666,4.540013809283726,0.17391304347826086
Bear Looking For Food Dies Inside Hot Car On Sweltering Day Joke:,A bear died in a hot car—humans made that tragedy.,,Bear died inside his hot car. It's a legendary facility.,A bear was looking for food—that's the life of cruelty.,Bears are craving food—that's a joke—which has a'sweltering day.',0.0,0.0,4.789232204309912,0.36363636363636365,8.29519350710986,0.2608695652173913,4.456882760699063,0.16666666666666669
Wendy's Pulls Lettuce From Sandwiches After Dozens Fall Sick From E. Coli Joke:,Wendy's lettuce had a dark side—now it's off the menu.,,Wendy's pulled lettuce out of sandwiches after people fell sick from E. Coli—that's marketing to the people already sick.,Wendy's pulled lettuce from a sandwich—and the irony was too much.,Wendy's pulled the latte from a sandwich—but she's now stuck with the snoozy apologies.,0.0,0.0,2.568331954752977,0.2857142857142857,5.063996506781411,0.38461538461538464,3.716499092256817,0.33333333333333337
2nd Woman Publicly Accuses Nebraska Candidate Of Groping Joke:,"A second woman accused him—that's called a pattern, folks.",,She testified about her boss stealing her election book—that's like saying you stole your brother's election book.,A woman accused a candidate of groping—and then called the cops.,A second woman accused the Nebraska candidate of being 'groping'—that's the first woman 'who says it's not about a candidate.',0.0,0.0,2.1476912089159055,0.12903225806451613,8.91376552139813,0.34782608695652173,11.96655750514248,0.411764705882353
Homes 'Completely Blown Away' By Suspected Tornado In Kansas Joke:,A tornado destroyed homes—that's just another Tuesday in Tornado Alley.,,Homes were destroyed—that tornado killed everyone in it.,Homes have completely destroyed—with no backup plan.,The homes allegedly fell out of smoke—I’m just being dragged along.,0.0,0.0,5.0243511979240845,0.28571428571428575,3.7954847898457067,0.1,4.02724819242185,0.16
