word1	word2	headline	joke
hello	keep	-	Hello, keep your unsolicited advice for someone who asked. ​
know	surname	-	I know my surname. It means nothing. Like everything else. Hereditary meaninglessness.
need	modern	-	I need a modern solution to my vintage procrastination.
year	luck	-	Year of luck? Mostly in finding extra chocolate.
going	jean	-	Where's Jean going? Nowhere good. I said, How do you know? He replied, I know Jean.
said	sighs	-	He said something profound. Everyone waited. He sighs and said, Never mind.
want	director	-	I want to be a director—mainly to yell 'CUT!' at life.
look	birthplace	-	Look, your birthplace is charming—unlike your parking skills.
three	somewhere	-	Three wishes, somewhere—none usable for real life.
night	size	-	Night size matters; darkness covers all mistakes.
listen	season	-	Listen—season changes. Everything dies. Botanical metaphor for life.
used	hurry	-	Used to hurry—now I don't. Slow descent is nicer. We're trying mindfulness.
know	urban	-	I know urban life… mostly honking and coffee lines.
think	joined	-	People think they joined a book club, then realize it’s actually a snack club with reading. ​
thank	original	-	Thank you for the original idea—too bad I forgot it instantly.
hello	today	-	Hello today, can you please go easy on me?
guys	county	-	Guys, the county fair is fun… mostly for judging the corn shapes.
everything	thomas	-	Everything Thomas touches turns into chocolate.
honey	area	-	Honey, the area is secure… except the cookie jar.
would	span	-	Would this span forever? He said, No, thank goodness.
captain	woman	-	Captain—woman arrived. Leadership is confused. Ship: sinking anyway.
take	texas	-	Take me to Texas—big food, big hats, big naps.
sure	queen	-	Sure, queen—rule that chaos castle.
come	campaign	-	People come for the campaign promises and stay for the memes. ​
sure	village	-	I’m sure the whole village heard you sneeze—it echoed like a battle horn.
right	british	-	You’re right, the British accent makes everything sound important.
keep	division	-	Keep the division alive—it's what we do best. Unite on Twitter, divide in person.
right	resigned	-	You’re right, I resigned from pretending to be organized.
minute	children	-	Wait a minute—children. Fresh failures. Optimistic disappointment generators.
know	issued	-	I know they issued a warning, but I’m allergic to responsibility.
thank	allowed	-	Thank you for allowed snacks—best rule ever.
hello	death	-	I said hello to death in a video game and immediately regretted it.
come	households	-	Come on households, stop fighting over chargers.
anything	district	-	I’d do anything for this district meeting… but my motivation disagrees.
going	species	-	I’m going extinct—my productivity species is endangered.
really	french	-	I really tried speaking French… I think I accidentally summoned a duck.
thank	sister	-	Thank you, sister—you stole my fries but gave me trauma.
also	groans	-	The joke got laughs, but also groans, which means it was exactly the right level of terrible. ​
york	care	-	New York doesn’t care—move fast or get trampled.
thank	groups	-	Thank the groups for reminding me I’m the quiet one.
hello	idea	-	Hello idea, come quickly before procrastination wins.
born	sighs	-	I was born sighing. The doctor asked, That's unusual. I replied, Not really—it's how I greet the world and preview the next sixty years.
never	special	-	I never feel special until my food delivery arrives.
thing	charlie	-	One thing about Charlie—he shows up when snacks appear.
maybe	named	-	Maybe it’s named after someone important, or someone bored.
would	composer	-	Would a composer fix this? They'd write the soundtrack to despair. We'd still dance badly.
thank	began	-	Thank goodness the story began before my patience ended.
really	support	-	I really need support… even if it’s emotional Wi-Fi.
well	kibworth	-	Well, Kibworth sounds peaceful—I’d ruin that instantly.
tell	contract	-	They tell you to read the whole contract, then hand you 40 pages of small print. ​
said	species	-	Said the species: 'We’ll judge you silently.'
really	released	-	I really released tension… mostly via awkward sighs.
think	oxford	-	Think Oxford. Educated confusion. Premium incompetence degree.
mama	also	-	Mama said I’m special. She also said my room is a crime scene.
like	thirty	-	At thirty, you like sitting down more than going out, and chairs become your closest friends. ​
guys	university	-	Guys, university didn’t prepare us for taxes.
woman	worry	-	The woman worries; I just eat cookies.
hello	cause	-	Hello, what’s the cause of this chaos? Oh wait, it’s us.
think	university	-	I think university teaches survival skills more than knowledge.
right	rice	-	You're right—rice is just tiny carbohydrate balls of regret waiting to expand in your stomach.
need	football	-	I don’t need football; I already get tackled by life daily.
give	formed	-	Give me formed—structured failure. At least there's organization to the chaos.
thanks	known	-	Thanks to you, I’ve known chaos on a personal level.
thank	form	-	Thank you for the form—I love paperwork… said no one ever.
please	island	-	Please take me to an island—preferably one with no responsibilities.
like	daniel	-	I like Daniel… mostly for his snack-sharing skills.
shut	believe	-	If you shut the fridge and still stand there thinking, believe it or not, you were never hungry, just bored. ​
think	approximately	-	I think approximately… unless math disagrees with me.
give	eastern	-	Give me an eastern perspective. I did. He asked, What did you give me? I replied, More confusion.
never	whoa	-	I never say ‘whoa’ unless the situation truly deserves horse-level astonishment.
thank	modern	-	Thank modern technology for letting us ignore each other more efficiently. ​
wrong	international	-	Wrong international policy: no dessert sharing.
funny	high	-	That's funny—I'm high on existential dread. It's a natural high, like oxygen deprivation.
come	performed	-	Come performed beautifully… until someone sneezed loudly.
think	canada	-	I think Canada is nice, but my toes aren’t ready for that cold.
think	areas	-	I think areas of improvement include my sleep schedule.
really	force	-	I really tried to use the force—turns out I'm just waving at objects.
understand	group	-	I understand the group project was a learning experience—in resentment. ​
think	education	-	Think education. Years of learning to fail. Very thorough system.
think	administrative	-	I think administrative tasks multiply when you're not watching them. ​
hello	getting	-	Hello—how are you getting here? I said, I drove. He replied, I meant how are you getting away from me.
knows	american	-	He knows American. Knows failure too. Both universal.
listen	face	-	Listen, your face is beautiful. He said, Thanks, and I replied, I wasn't done—your face is beautiful when you're not talking.
thanks	stand	-	Thanks for taking a stand. On a ship that's sinking. Very brave, very pointless.
lost	care	-	I lost everything I care about. My friend asked, What was it? I replied, Apparently not much.
great	signed	-	It was great until I realized I signed up for the wrong class.
know	worker	-	I know worker. They work. Results: unchanged. Effort: wasted.
want	seconds	-	Want seconds? More of the same. Multiplication of mediocrity. Bulk failure pricing.
please	american	-	Please don’t do the American accent—your voice isn’t ready.
look	edition	-	Look at this edition. I did. I asked, What should I be seeing? He replied, The problem.
really	lord	-	Are you really a lord? He said, In my mind. I replied, That explains the delusion.
wait	award	-	Wait—we won an award. For mediocrity excellence. The irony went over everyone's heads.
know	cheng	-	I know Cheng—master of cookie concealment.
guys	united	-	You guys act so united—like a squad that coordinates snacks instead of strategies.
still	named	-	I’m still named correctly… unless someone mispronounces it, which happens often.
hello	drive	-	Hello, drive safely—but don’t forget snacks.
know	california	-	Did you know California has great beaches? Even the sand has a tan.
love	located	-	Love is located somewhere between patience and snacks.
right	studies	-	You’re right—studies show I procrastinate scientifically.
ready	town	-	The whole town is ready when the ice cream truck appears. ​
minute	government	-	Wait a minute—the government. Still exists. Still wrong. Consistency is admirable.
leave	located	-	I’ll leave once I locate my motivation—still searching.
fellow	need	-	This fellow needs help. I asked, With what? He replied, Existing.
know	vehicle	-	I know my vehicle is old—it wheezes more than I do.
trying	station	-	I'm trying to reach the station. He asked, Why? I replied, To leave.
think	transfer	-	What do you think about the transfer? I think it's happening. He asked, To where? I replied, Anywhere but here.
right	bastards	-	You’re right, those bastards ate the last slice and played innocent.
really	peter	-	I really think Peter knows too much—Google might be afraid of him.
